phase	ordinal	path	expected_bytes	actual_bytes	expected_sha256	actual_sha256	file_id	reparse_point	match
before	11	Voice/sidecars/chatterbox_blackwell_persistent_candidate_v18/native_control_contract.json	4401	4401	ddd595b8f226665457b5b317acc9a231380800c8992b69940a98edee5663ee75	ddd595b8f226665457b5b317acc9a231380800c8992b69940a98edee5663ee75	0x0000000000000000000a00000011a709	false	true
before	12	Voice/sidecars/chatterbox_blackwell_persistent_candidate_v18/README.md	1685	1685	fdbaccbe3e77f71028cb2b075b0846a2aa190eb38167a00499b20d4c597f4060	fdbaccbe3e77f71028cb2b075b0846a2aa190eb38167a00499b20d4c597f4060	0x0000000000000000000500000011a70a	false	true
before	13	Voice/sidecars/chatterbox_blackwell_persistent_candidate_v16/candidate_config.json	1778	1778	f2fcadac5a3a98f174b7fb016f9e75c69ad59030f83dfd7538ca516d3ea2e37d	f2fcadac5a3a98f174b7fb016f9e75c69ad59030f83dfd7538ca516d3ea2e37d	0x0000000000000000000e0000001124ac	false	true
before	14	Voice/sidecars/chatterbox_blackwell_persistent_candidate_v16/native_control_contract.json	4031	4031	300c743a00007d648a92b1c01324ffd1261fd3d06529e97f51d178d5fbb68347	300c743a00007d648a92b1c01324ffd1261fd3d06529e97f51d178d5fbb68347	0x0000000000000000000e0000001124ad	false	true
before	15	Voice/sidecars/chatterbox_blackwell_persistent_candidate_v16/README.md	1282	1282	048c5d0de6edae033c716a5cdfae0c5bb8e90f749c3b0c06e4cc1e70e386d3e3	048c5d0de6edae033c716a5cdfae0c5bb8e90f749c3b0c06e4cc1e70e386d3e3	0x0000000000000000000e0000001124ae	false	true
before	16	tools/native/kira_blackwell_voice_control_anchor_v16.c	76837	76837	080b88e35f29062c9212574a60b1a52ade2770547065ef82eea6538568b69a8e	080b88e35f29062c9212574a60b1a52ade2770547065ef82eea6538568b69a8e	0x0000000000000000000e0000001124a7	false	true
before	17	Testing/test_blackwell_persistent_voice_candidate_v16_native_anchor_static.ps1	11940	11940	135d4984447b6121f0ab02f427bb6f656a227c2929bb917b65c125a0b60fff3e	135d4984447b6121f0ab02f427bb6f656a227c2929bb917b65c125a0b60fff3e	0x0000000000000000000e0000001124a6	false	true
before	18	RecoverySprint/continuation_20260811/blackwell_v16_native_exact_manifest_row_control_anchor_static_preparation/attempt_01/RUNTIME_CONTROL_CHECKPOINT.md	1419	1419	80bd5764f3858b858868e12dc78e2cc621199f82054c4fd8d4f6b219f22d8e8d	80bd5764f3858b858868e12dc78e2cc621199f82054c4fd8d4f6b219f22d8e8d	0x0000000000000000000e0000001124a4	false	true
before	19	RecoverySprint/continuation_20260811/blackwell_v16_native_exact_manifest_row_control_anchor_static_preparation/attempt_01/AUTHOR_PACKAGE.json	1863	1863	110ea2702cd1f4e00ee1dc7d180d864ca355631d63b80c18680a24418fadc745	110ea2702cd1f4e00ee1dc7d180d864ca355631d63b80c18680a24418fadc745	0x0000000000000000000e0000001124a1	false	true
before	20	tools/native/kira_blackwell_voice_control_anchor_v16_identity_anchor.h	3896	3896	62fdcc185dc11f1c489edf9a59f0c74ed9687377a0d934f91be3bd0315b0387b	62fdcc185dc11f1c489edf9a59f0c74ed9687377a0d934f91be3bd0315b0387b	0x0000000000000000000e0000001124aa	false	true
before	21	tools/native/kira_blackwell_voice_control_anchor_v16.obj	115406	115406	33203388375639e2fd93af99a69e05e97b25ef5ccb6cecbf6f8e272ce5e486d4	33203388375639e2fd93af99a69e05e97b25ef5ccb6cecbf6f8e272ce5e486d4	0x0000000000000000000e0000001124a9	false	true
before	22	tools/native/kira_blackwell_voice_control_anchor_v16.exe	182784	182784	dc688ea754a9003654f1981f670f20cc3109166326a33233a88a1712a34f80f0	dc688ea754a9003654f1981f670f20cc3109166326a33233a88a1712a34f80f0	0x0000000000000000000e0000001124a8	false	true
before	23	RecoverySprint/continuation_20260811/blackwell_v16_native_exact_manifest_row_control_anchor_static_preparation/attempt_01/BUILD_AND_STATIC_TEST_RESULTS.txt	3350	3350	d3207c1cd190f508fc8c78cf0e05e1edce96744da43fcc28b8a28288bdf3b02d	d3207c1cd190f508fc8c78cf0e05e1edce96744da43fcc28b8a28288bdf3b02d	0x0000000000000000000e0000001124a2	false	true
before	24	Core/persistent_blackwell_voice_integration_v15.py	44606	44606	adecc01013fefab8a76f6558b6a91cf33ce82f5ed9e8921a45b77abf5d169e7e	adecc01013fefab8a76f6558b6a91cf33ce82f5ed9e8921a45b77abf5d169e7e	0x0000000000000000001f00000005af4e	false	true
before	25	tools/native/kira_blackwell_voice_control_anchor_v15_validator.py	21931	21931	2bf232b07b0b7b93de8776f5210bd2d89068ad76cb4ee46555b861ad2818d16a	2bf232b07b0b7b93de8776f5210bd2d89068ad76cb4ee46555b861ad2818d16a	0x0000000000000000000e0000001123c9	false	true
before	26	Voice/sidecars/chatterbox_blackwell_persistent_candidate_v15/candidate_config.json	3725	3725	e282667bcddf46c83d74b2e1ff56b4eed81c88b12a10177b50fca030a1f5faac	e282667bcddf46c83d74b2e1ff56b4eed81c88b12a10177b50fca030a1f5faac	0x0000000000000000000e0000001123cb	false	true
before	27	Voice/sidecars/chatterbox_blackwell_persistent_candidate_v15/native_control_contract.json	4393	4393	6b5808b14d1c1dbbe23968afb03813ec430ec9e80a1780f454fb6524deafe7f8	6b5808b14d1c1dbbe23968afb03813ec430ec9e80a1780f454fb6524deafe7f8	0x0000000000000000000e0000001123cc	false	true
before	28	Voice/sidecars/chatterbox_blackwell_persistent_candidate_v15/README.md	1303	1303	45140bc00613c269f7207c86eeb4d3c24eda3bf97127cb4774c90dbd64bc5d99	45140bc00613c269f7207c86eeb4d3c24eda3bf97127cb4774c90dbd64bc5d99	0x0000000000000000000e0000001123cd	false	true
before	29	tools/native/kira_blackwell_voice_control_anchor_v15.c	70512	70512	5563fb180e3295f2258ea02c89c4a7c54e8a729da73ea0f0c76ab6d3e557c951	5563fb180e3295f2258ea02c89c4a7c54e8a729da73ea0f0c76ab6d3e557c951	0x0000000000000000000e0000001123c4	false	true
before	30	Testing/test_blackwell_persistent_voice_candidate_v15_native_anchor_static.ps1	11373	11373	df8212542c5db05a9337b4c046078eba53b093a721618bd3cb87c8dfd7bd0aa3	df8212542c5db05a9337b4c046078eba53b093a721618bd3cb87c8dfd7bd0aa3	0x0000000000000000000e0000001123c3	false	true
before	31	RecoverySprint/continuation_20260811/blackwell_v15_native_exact_control_anchor_static_preparation/attempt_01/RUNTIME_CONTROL_CHECKPOINT.md	1234	1234	701efab09fd674a7f39e542fb831945575591b92490caafbd952e24967fecc4b	701efab09fd674a7f39e542fb831945575591b92490caafbd952e24967fecc4b	0x0000000000000000000e0000001123c0	false	true
before	32	RecoverySprint/continuation_20260811/blackwell_v15_native_exact_control_anchor_static_preparation/attempt_01/AUTHOR_PACKAGE.json	2748	2748	7d2af69240bb1111a5dfd9e5207e277d697c86f9a5d8dcd91ee835dde5d29ae8	7d2af69240bb1111a5dfd9e5207e277d697c86f9a5d8dcd91ee835dde5d29ae8	0x0000000000000000000e0000001123bd	false	true
before	33	tools/native/kira_blackwell_voice_control_anchor_v15_identity_anchor.h	2388	2388	84d6b215c0b0a5d57ef3fdc167c40d8abdcbdf3622da5b3443bb426f35d5b0c4	84d6b215c0b0a5d57ef3fdc167c40d8abdcbdf3622da5b3443bb426f35d5b0c4	0x0000000000000000000e0000001123c8	false	true
before	34	tools/native/kira_blackwell_voice_control_anchor_v15.obj	98765	98765	df8e9b21a70aa9cc659c9f4019f5752d06133f803e67d68ab52d4ae507692351	df8e9b21a70aa9cc659c9f4019f5752d06133f803e67d68ab52d4ae507692351	0x0000000000000000000e0000001123c7	false	true
before	35	tools/native/kira_blackwell_voice_control_anchor_v15.exe	175104	175104	7d8b807b54df5c980ecca2758e1d4359b3d385e3382839b8fd3101c16ede0a4f	7d8b807b54df5c980ecca2758e1d4359b3d385e3382839b8fd3101c16ede0a4f	0x0000000000000000000e0000001123c6	false	true
before	36	RecoverySprint/continuation_20260811/blackwell_v15_native_exact_control_anchor_static_preparation/attempt_01/BUILD_AND_STATIC_TEST_RESULTS.txt	2629	2629	013df9131f87f87d4af1cd73b2675409048f9655efe0f6b3404256d6c3053774	013df9131f87f87d4af1cd73b2675409048f9655efe0f6b3404256d6c3053774	0x0000000000000000000e0000001123be	false	true
before	37	Core/persistent_blackwell_voice_integration_v14.py	42108	42108	1faeb894bc9ab9e0bd13c06d6af42497c548ee15310ba97c1cc56df902e26d5f	1faeb894bc9ab9e0bd13c06d6af42497c548ee15310ba97c1cc56df902e26d5f	0x00000000000000000041000000112168	false	true
before	38	Voice/sidecars/chatterbox_blackwell_persistent_candidate_v14/candidate_config.json	6184	6184	c517afc9953ceae527f88afb0361b1022bcc45d19fc9c577d6e6e58f8ad96695	c517afc9953ceae527f88afb0361b1022bcc45d19fc9c577d6e6e58f8ad96695	0x0000000000000000000f000000112281	false	true
before	39	RecoverySprint/continuation_20260811/blackwell_v14_native_exact_control_anchor_static_preparation/attempt_01/CHECKPOINT.md	4050	4050	e800b28381fa1c2462b0499d3b2e4a03d3e59a0726793c5f74df59394675b3e2	e800b28381fa1c2462b0499d3b2e4a03d3e59a0726793c5f74df59394675b3e2	0x0000000000000000001c000000048597	false	true
before	40	RecoverySprint/continuation_20260811/blackwell_v14_native_exact_control_anchor_static_preparation/attempt_01/STATIC_SEAL_MANIFEST.json	6425	6425	f995cf68ba1b82de0f56acb11c1b1bf73667602beae0a1e685c8eebde13cc4e8	f995cf68ba1b82de0f56acb11c1b1bf73667602beae0a1e685c8eebde13cc4e8	0x00000000000000000018000000001f55	false	true
before	41	RecoverySprint/continuation_20260811/blackwell_v14_native_exact_control_anchor_fresh_static_audit/attempt_01/AUDIT_DECISION.json	4399	4399	b555938d847955c2fb2844bc1894570ce06ec8b53e3011c9ec9bb9f865c78ecb	b555938d847955c2fb2844bc1894570ce06ec8b53e3011c9ec9bb9f865c78ecb	0x0000000000000000000f00000011234a	false	true
before	42	RecoverySprint/continuation_20260811/blackwell_v14_native_exact_control_anchor_fresh_static_audit/attempt_01/CHECKPOINT.md	3806	3806	9f15de0358f7563861f034d36fca67fcb14aee0026d90242040807c3b8447fb7	9f15de0358f7563861f034d36fca67fcb14aee0026d90242040807c3b8447fb7	0x0000000000000000000d000000112347	false	true
before	43	C:/Python314/python314.dll	6767440	6767440	a07f7d09c3121492bb066535c6d0811df5fbc2090cbca7031a97bb47ce1480c9	a07f7d09c3121492bb066535c6d0811df5fbc2090cbca7031a97bb47ce1480c9	0x00000000000000000001000000036a87	false	true
before	44	tools/native/runtime/python314_stdlib_v3r4.zip	28997479	28997479	7e07541a67b8eba5835c9c371ec90e5732fba6602576ae0a6f22e09b09271846	7e07541a67b8eba5835c9c371ec90e5732fba6602576ae0a6f22e09b09271846	0x00000000000000000020000000012b94	false	true
before	45	RecoverySprint/continuation_20260811/blackwell_v15_native_exact_control_anchor_static_preparation/attempt_01/STATIC_SEAL_MANIFEST.json	4557	4557	f3d451041796c2bfbdf5dbe52f3a485b227f67b01af051e9e95c35b40549d932	f3d451041796c2bfbdf5dbe52f3a485b227f67b01af051e9e95c35b40549d932	0x0000000000000000000e0000001123c2	false	true
before	46	RecoverySprint/continuation_20260811/blackwell_v15_native_exact_control_anchor_static_preparation/attempt_01/CHECKPOINT.md	2212	2212	0c755424f098136be868234036076400bbb42521dfa9862a45e512c14e9db983	0c755424f098136be868234036076400bbb42521dfa9862a45e512c14e9db983	0x0000000000000000000e0000001123bf	false	true
before	47	RecoverySprint/continuation_20260811/blackwell_v15_native_exact_control_anchor_fresh_static_audit/attempt_01/INDEPENDENT_AUDIT.tsv	920	920	38f1ac1902d7547fe161204d7fd61d3aa493e971108133bbbd9a6b61844af128	38f1ac1902d7547fe161204d7fd61d3aa493e971108133bbbd9a6b61844af128	0x000000000000000000420000001122fa	false	true
before	48	RecoverySprint/continuation_20260811/blackwell_v15_native_exact_control_anchor_fresh_static_audit/attempt_01/INDEPENDENT_AUDIT.sha256	65	65	effe3c23d7e2c5b7f65a07fd225ec84b87d01e668728a2f61678a6bc9382ad5f	effe3c23d7e2c5b7f65a07fd225ec84b87d01e668728a2f61678a6bc9382ad5f	0x00000000000000000049000000112309	false	true
before	49	RecoverySprint/continuation_20260811/blackwell_v15_native_exact_control_anchor_fresh_static_audit/attempt_01/AUDIT_DECISION.json	6899	6899	c525ab16cfad6c6c25f2cbbb8d48a02ec57bdef55832821dc761db731ac80ffe	c525ab16cfad6c6c25f2cbbb8d48a02ec57bdef55832821dc761db731ac80ffe	0x0000000000000000001c00000011241e	false	true
before	50	RecoverySprint/continuation_20260811/blackwell_v15_native_exact_control_anchor_fresh_static_audit/attempt_01/CHECKPOINT.md	5280	5280	5e6a0799da297b962e9bb9dc9973bcc14d8cce252a0f4e9ccf438e13084f2822	5e6a0799da297b962e9bb9dc9973bcc14d8cce252a0f4e9ccf438e13084f2822	0x000000000000000000bb000000112421	false	true
before	51	RecoverySprint/continuation_20260811/blackwell_v15_native_exact_control_anchor_fresh_static_audit/attempt_01/REVIEW_PROBES.md	9787	9787	082e5fda87136eefd02e5913aca0b89d165eee8da138a1156cf6a49cef5393f8	082e5fda87136eefd02e5913aca0b89d165eee8da138a1156cf6a49cef5393f8	0x0000000000000000003b00000011241f	false	true
before	52	RecoverySprint/continuation_20260811/blackwell_v15_native_exact_control_anchor_consumed_failure_diagnostic/attempt_01/READ_ONLY_DIAGNOSIS.json	3181	3181	c7d512f1eb1af0cc8c764fd818405b9526eddf0268a50ff2aba43e9364a44463	c7d512f1eb1af0cc8c764fd818405b9526eddf0268a50ff2aba43e9364a44463	0x0000000000000000000e00000011249e	false	true
before	53	RecoverySprint/continuation_20260811/blackwell_v15_native_exact_control_anchor_consumed_failure_diagnostic/attempt_01/CHECKPOINT.md	2298	2298	d1a808c3710fbab34e1978c0f9a463189949b6b43c56efa34ded95fb57b0506d	d1a808c3710fbab34e1978c0f9a463189949b6b43c56efa34ded95fb57b0506d	0x0000000000000000000e00000011249d	false	true
before	54	RecoverySprint/continuation_20260811/blackwell_v16_native_exact_manifest_row_control_anchor_static_preparation/attempt_01/STATIC_SEAL_MANIFEST.json	9065	9065	b02ecdace1727a5ab9e8dba9a580932fe886e9ae05561f5241b1fbbffc21acd4	b02ecdace1727a5ab9e8dba9a580932fe886e9ae05561f5241b1fbbffc21acd4	0x0000000000000000000e0000001124a5	false	true
before	55	RecoverySprint/continuation_20260811/blackwell_v16_native_exact_manifest_row_control_anchor_fresh_static_audit/attempt_01/AUDIT_DECISION.json	7023	7023	eb8cf761a7821df044a45f81062f7accc7832e2e3b8b993124b4dca63d0fd412	eb8cf761a7821df044a45f81062f7accc7832e2e3b8b993124b4dca63d0fd412	0x0000000000000000002000000011251f	false	true
before	56	RecoverySprint/continuation_20260811/blackwell_v16_native_exact_manifest_row_control_anchor_fresh_static_audit/attempt_01/CHECKPOINT.md	3463	3463	090c1129aa4abb05be79b3d368ff4da72fcf5be2ee5e7681ffa39d706503ee4b	090c1129aa4abb05be79b3d368ff4da72fcf5be2ee5e7681ffa39d706503ee4b	0x00000000000000000020000000112523	false	true
before	57	RecoverySprint/continuation_20260811/blackwell_v16_native_exact_manifest_row_control_anchor_fresh_static_audit/attempt_01/PARSER_PROBE_RESULTS.txt	3613	3613	1a8a57469e770d5bb16f78619a09777741deec7069cfd31d124f525836113d72	1a8a57469e770d5bb16f78619a09777741deec7069cfd31d124f525836113d72	0x00000000000000000020000000112521	false	true
before	58	RecoverySprint/continuation_20260811/blackwell_v16_native_exact_manifest_row_control_anchor_fresh_static_audit/attempt_01/REVIEW_PROBES.md	7234	7234	517541cb2e47eab433148f00eba23fc02181deae9bc39d46cc2d92b4df38fe94	517541cb2e47eab433148f00eba23fc02181deae9bc39d46cc2d92b4df38fe94	0x00000000000000000020000000112522	false	true
before	59	RecoverySprint/continuation_20260811/blackwell_v16_native_exact_manifest_row_control_anchor_fresh_static_audit/attempt_01/INDEPENDENT_AUDIT.tsv	912	912	b0be9d89730bf864978fef5e33740e0f34399150f177b47b2841edab7ca94371	b0be9d89730bf864978fef5e33740e0f34399150f177b47b2841edab7ca94371	0x0000000000000000002000000011251d	false	true
before	60	RecoverySprint/continuation_20260811/blackwell_v16_native_exact_manifest_row_control_anchor_fresh_static_audit/attempt_01/INDEPENDENT_AUDIT.sha256	65	65	be75c341c5df0ea0aea545eda21a3278f245559ae429820bfb9b465145a06c90	be75c341c5df0ea0aea545eda21a3278f245559ae429820bfb9b465145a06c90	0x0000000000000000002000000011251e	false	true
before	61	RecoverySprint/continuation_20260811/blackwell_v16_native_exact_manifest_row_control_anchor_fresh_static_audit/attempt_01/CLOSURE_REHASH.tsv	10360	10360	d6af2190a12efb57a9c794582ada027d9a9dc0fb6116a996c0a4cc07189ddf5f	d6af2190a12efb57a9c794582ada027d9a9dc0fb6116a996c0a4cc07189ddf5f	0x00000000000000000020000000112520	false	true
before	62	Voice/sidecars/chatterbox_blackwell_persistent_candidate_v17/candidate_config.json	1520	1520	9514b85374ea5f74361691845c3fbbe10a394f65a24077f12003ca118703c1e4	9514b85374ea5f74361691845c3fbbe10a394f65a24077f12003ca118703c1e4	0x0000000000000000009f00000009568e	false	true
before	63	Voice/sidecars/chatterbox_blackwell_persistent_candidate_v17/native_control_contract.json	3616	3616	942a1274c16755dbe75e48aae224b3be76fbb96a97d6d3984c982c83e415670f	942a1274c16755dbe75e48aae224b3be76fbb96a97d6d3984c982c83e415670f	0x0000000000000000007c000000112276	false	true
before	64	Voice/sidecars/chatterbox_blackwell_persistent_candidate_v17/README.md	1492	1492	25ab177eb925ee10887135797a6876142195be39b4cfdc5fad5e90c7fc670577	25ab177eb925ee10887135797a6876142195be39b4cfdc5fad5e90c7fc670577	0x00000000000000000061000000112436	false	true
before	65	tools/native/kira_blackwell_voice_control_anchor_v17.c	83635	83635	850cc18c8084c1cf4a0a8c8353289067bcbe8e7a27cc87fa77287f81b26cd1bc	850cc18c8084c1cf4a0a8c8353289067bcbe8e7a27cc87fa77287f81b26cd1bc	0x000000000000000000220000001124d4	false	true
before	66	tools/native/kira_blackwell_voice_control_anchor_v17_identity_anchor.h	6591	6591	8fb7df074a1eb658cdefc7c84aa5d441e8397a6863b79fbeee7901b096b67e94	8fb7df074a1eb658cdefc7c84aa5d441e8397a6863b79fbeee7901b096b67e94	0x0000000000000000009e0000001124f0	false	true
before	67	tools/native/kira_blackwell_voice_control_anchor_v17.obj	127137	127137	17b7dbf117ecba86a6c4e013b8a45fff7722c37a6139fd3cfb7605fda515ad42	17b7dbf117ecba86a6c4e013b8a45fff7722c37a6139fd3cfb7605fda515ad42	0x000000000000000000cf0000001124fd	false	true
before	68	tools/native/kira_blackwell_voice_control_anchor_v17.exe	157696	157696	52a4376025bdb08902396c033b66d1626c126e56fcb8134bddb79979cb068a4a	52a4376025bdb08902396c033b66d1626c126e56fcb8134bddb79979cb068a4a	0x000000000000000000c3000000112511	false	true
before	69	Testing/test_blackwell_persistent_voice_candidate_v17_native_anchor_static.ps1	9810	9810	1ff5a11a3aaa4f8cd263a6f57376890adc1cb9ff69042718e1d0c2e1aa3407c1	1ff5a11a3aaa4f8cd263a6f57376890adc1cb9ff69042718e1d0c2e1aa3407c1	0x0000000000000000003b00000011251a	false	true
before	70	Testing/native/kira_blackwell_voice_control_anchor_v17_parser_hostile.c	18529	18529	d8bf5e2b65131b09445e72d31efda1a4b784cfca9d76e78c49c2046f3201875b	d8bf5e2b65131b09445e72d31efda1a4b784cfca9d76e78c49c2046f3201875b	0x00000000000000000026000000112576	false	true
before	71	Testing/native/kira_blackwell_voice_control_anchor_v17_manifest_fixture.h	72665	72665	c9959c338e519d87d3ca26b356647b0c7bd581fff70b0b41c6db3a316d5e395b	c9959c338e519d87d3ca26b356647b0c7bd581fff70b0b41c6db3a316d5e395b	0x000000000000000000310000001125aa	false	true
before	72	Testing/native/kira_blackwell_voice_control_anchor_v17_parser_hostile.obj	180891	180891	33685ba65cfbce5d4aa1220478add7b741071347a18d9ceaeb6ac81a3ce48369	33685ba65cfbce5d4aa1220478add7b741071347a18d9ceaeb6ac81a3ce48369	0x000000000000000000180000001125ab	false	true
before	73	Testing/native/kira_blackwell_voice_control_anchor_v17_parser_hostile.exe	184320	184320	123c874a7d0e3b1c58fdb787c69a8f78e966da99baa8d3b88b2a434e0a6999dc	123c874a7d0e3b1c58fdb787c69a8f78e966da99baa8d3b88b2a434e0a6999dc	0x000000000000000000120000001125ac	false	true
before	74	RecoverySprint/continuation_20260811/blackwell_v17_native_whole_document_manifest_control_anchor_static_preparation/attempt_01/RUNTIME_CONTROL_CHECKPOINT.md	1729	1729	0266267d5b493f5e44ef3eee2d51efa953bd4612caf5f890a4890aebb8911c84	0266267d5b493f5e44ef3eee2d51efa953bd4612caf5f890a4890aebb8911c84	0x000000000000000000040000001125d4	false	true
before	75	RecoverySprint/continuation_20260811/blackwell_v17_native_whole_document_manifest_control_anchor_static_preparation/attempt_01/AUTHOR_PACKAGE.json	1993	1993	3a7b6974141e2f1223a08618634eb48a9ae80146b4ed35d0a0928a873082a755	3a7b6974141e2f1223a08618634eb48a9ae80146b4ed35d0a0928a873082a755	0x000000000000000000040000001125d6	false	true
before	76	RecoverySprint/continuation_20260811/blackwell_v17_native_whole_document_manifest_control_anchor_static_preparation/attempt_01/BUILD_AND_STATIC_TEST_RESULTS.txt	3326	3326	73e00e91d32e673bc499a606561e7c75d43cbe470c9de1924debe882147bedd5	73e00e91d32e673bc499a606561e7c75d43cbe470c9de1924debe882147bedd5	0x000000000000000000040000001125d7	false	true
before	77	RecoverySprint/continuation_20260811/blackwell_v17_native_whole_document_manifest_control_anchor_static_preparation/attempt_01/STATIC_SEAL_MANIFEST.json	11748	11748	64fad216711534d8e1e3c014ae616fc651b36f70847c6efc18d55566dc5ab75a	64fad216711534d8e1e3c014ae616fc651b36f70847c6efc18d55566dc5ab75a	0x000000000000000000040000001125d8	false	true
before	78	RecoverySprint/continuation_20260811/blackwell_v17_native_whole_document_manifest_control_anchor_static_preparation/attempt_01/CHECKPOINT.md	3498	3498	e34555c5112fd33ced5749658ab9e7cb9f36c92a4bd41442b861e5d873ab5d71	e34555c5112fd33ced5749658ab9e7cb9f36c92a4bd41442b861e5d873ab5d71	0x000000000000000000040000001125d9	false	true
before	79	RecoverySprint/continuation_20260811/blackwell_v17_native_whole_document_manifest_control_anchor_fresh_static_audit/attempt_01/AUDIT_DECISION.json	9628	9628	7f1db8ec240862afaf7422ed27ed46da81817da4b9525ec24ff3d0e58749072d	7f1db8ec240862afaf7422ed27ed46da81817da4b9525ec24ff3d0e58749072d	0x0000000000000000000200000011270e	false	true
before	80	RecoverySprint/continuation_20260811/blackwell_v17_native_whole_document_manifest_control_anchor_fresh_static_audit/attempt_01/AUTHOR_PACKAGE_REHASH.tsv	3067	3067	e28c550ba9ff0e61230d29a3021ea53f678618e552543ea280cdc592bcb1c5dd	e28c550ba9ff0e61230d29a3021ea53f678618e552543ea280cdc592bcb1c5dd	0x0000000000000000000200000011270f	false	true
before	81	RecoverySprint/continuation_20260811/blackwell_v17_native_whole_document_manifest_control_anchor_fresh_static_audit/attempt_01/CHECKPOINT.md	3126	3126	82e6b5350029f281dbdef71d9208ee3ef846489ac54023a6d748f3596d334b70	82e6b5350029f281dbdef71d9208ee3ef846489ac54023a6d748f3596d334b70	0x00000000000000000002000000112710	false	true
before	82	RecoverySprint/continuation_20260811/blackwell_v17_native_whole_document_manifest_control_anchor_fresh_static_audit/attempt_01/CLOSURE_REHASH.tsv	10316	10316	a5c1513d18851df3989d57f6de6cb6c1b319a9c5d29f821483632835d7da9457	a5c1513d18851df3989d57f6de6cb6c1b319a9c5d29f821483632835d7da9457	0x00000000000000000002000000112711	false	true
before	83	RecoverySprint/continuation_20260811/blackwell_v17_native_whole_document_manifest_control_anchor_fresh_static_audit/attempt_01/INDEPENDENT_AUDIT.sha256	65	65	4b941dc45675856a5a3b75bd6d44d591a3e7785e6abd5322cebeb7829acc5b5b	4b941dc45675856a5a3b75bd6d44d591a3e7785e6abd5322cebeb7829acc5b5b	0x00000000000000000002000000112712	false	true
before	84	RecoverySprint/continuation_20260811/blackwell_v17_native_whole_document_manifest_control_anchor_fresh_static_audit/attempt_01/INDEPENDENT_AUDIT.tsv	1067	1067	2f5d944ea0cf0206cecb99c6f84a9cf066273ae9bef0e111a0f2db1020d73541	2f5d944ea0cf0206cecb99c6f84a9cf066273ae9bef0e111a0f2db1020d73541	0x00000000000000000002000000112713	false	true
